日付,day,日,曜,col,客数,売上,祝祭日,祝祭日前日,振替休日,湿度,気温
2024-11-02,2,2,土,雨曇,455,535080,0,1,0,91,19.3
2024-11-03,3,3,日,晴,1011,1101695,1,1,0,68,18.8
2024-11-04,4,4,月,晴,937,1072290,0,0,1,72,17.9
2024-11-05,5,5,火,晴,521,588065,0,0,0,75,17.5
2024-11-06,6,6,水,晴,528,612930,0,0,0,51,14.8
2024-11-07,7,7,木,晴,465,474335,0,0,0,59,15.8
2024-11-08,8,8,金,晴,528,585975,0,0,0,67,14.8
2024-11-09,9,9,土,晴,784,875495,0,0,0,76,16.2
2024-11-10,10,10,日,曇,774,837650,0,0,0,92,16.9
2024-11-11,11,11,月,雨晴,588,556615,0,0,0,83,18.3
2024-11-12,12,12,火,晴,582,638540,0,0,0,84,16.3
2024-11-13,13,13,水,曇晴,693,785605,0,0,0,73,17.6
2024-11-14,14,14,木,晴,561,558200,0,0,0,81,16.8
2024-11-15,15,15,金,雨,465,505000,0,0,0,91,17.6
2024-11-16,16,16,土,曇,770,908655,0,0,0,93,18.2
2024-11-17,17,17,日,晴,907,1009045,0,0,0,84,18.3
2024-11-18,18,18,月,曇,555,566490,0,0,0,58,14.7
2024-11-19,19,19,火,晴,575,593630,0,0,0,53,12.6
2024-11-20,20,20,水,晴,623,748585,0,0,0,62,12.8
2024-11-21,21,21,木,曇,605,750085,0,0,0,62,13.8
2024-11-22,22,22,金,晴,594,629740,0,1,0,56,13.2
2024-11-23,23,23,土,晴,899,1024580,1,0,0,68,12.2
2024-11-24,24,24,日,晴,915,1028930,0,0,0,60,11.0
2024-11-25,25,25,月,晴,613,790415,0,0,0,52,12.2
2024-11-26,26,26,火,雨,388,435930,0,0,0,61,13.6
2024-11-27,27,27,水,曇雨,486,557350,0,0,0,71,9.8
2024-11-28,28,28,木,曇雨,458,481150,0,0,0,73,8.8
2024-11-29,29,29,金,雨,413,468430,0,0,0,60,9.6
2024-11-30,30,30,土,晴,740,920375,0,0,0,58,10.2
2024-12-01,1,1,日,曇,833,1022835,0,0,0,61,11.3
2024-12-02,2,2,月,曇晴雨,509,514205,0,0,0,72,13.4
2024-12-03,3,3,火,晴,469,518315,0,0,0,61,12.6
2024-12-04,4,4,水,晴,466,539780,0,0,0,56,10.2
2024-12-05,5,5,木,曇,425,462890,0,0,0,49,10.7
2024-12-06,6,6,金,晴,441,493926,0,0,0,45,11.6
2024-12-07,7,7,土,晴曇,609,738930,0,0,0,50,8.7
2024-12-08,8,8,日,晴,711,854170,0,0,0,50,7.4
2024-12-09,9,9,月,曇,360,367280,0,0,0,63,6.5
2024-12-10,10,10,火,晴,372,407075,0,0,0,69,7.4
2024-12-11,11,11,水,晴,427,526540,0,0,0,72,7.6
2024-12-12,12,12,木,曇,389,406180,0,0,0,66,9.4
2024-12-13,13,13,金,晴,361,444180,0,0,0,65,7.0
2024-12-14,14,14,土,雨,559,685395,0,0,0,44,7.2
2024-12-15,15,15,日,曇,584,704875,0,0,0,47,8.1
2024-12-16,16,16,月,曇,373,539155,0,0,0,54,8.3
2024-12-17,17,17,火,晴,401,452235,0,0,0,54,8.5
2024-12-18,18,18,水,曇,437,506710,0,0,0,56,6.8
2024-12-19,19,19,木,雨,346,409255,0,0,0,67,6.2
2024-12-20,20,20,金,晴,426,519970,0,0,0,71,6.4
2024-12-21,21,21,土,曇雨,703,1172870,0,0,0,71,7.5
2024-12-22,22,22,日,晴,589,735120,0,0,0,50,5.1
2024-12-23,23,23,月,晴,365,387835,0,0,0,61,5.0
2024-12-24,24,24,火,曇,433,485365,0,0,0,62,6.1
2024-12-25,25,25,水,晴,408,497650,0,0,0,73,6.8
2024-12-26,26,26,木,曇晴,446,595140,0,0,0,67,9.3
2024-12-27,27,27,金,晴曇,548,786520,0,0,0,54,7.0
2024-12-28,28,28,土,霰雨,617,935410,0,0,0,51,5.8
2024-12-29,29,29,日,晴曇,751,1210535,0,0,0,57,5.8
2024-12-30,30,30,月,晴,669,902570,0,0,0,63,9.0
2024-12-31,31,31,火,晴,359,423475,0,1,0,57,8.3
2025-01-03,3,3,金,晴,391,456090,0,0,0,54,5.1
2025-01-04,4,4,土,曇,445,583175,0,0,0,56,4.9
2025-01-05,5,5,日,曇,492,558875,0,0,0,59,6.7
2025-01-06,6,6,月,晴,344,376240,0,0,0,74,8.3
2025-01-07,7,7,火,雨雪,340,340510,0,0,0,48,5.2
2025-01-08,8,8,水,曇,406,439615,0,0,0,54,6.6
2025-01-09,9,9,木,曇雪,315,350540,0,0,0,58,2.8
2025-01-10,10,10,金,雪曇,190,196420,0,0,0,54,1.0
2025-01-11,11,11,土,曇雪,473,520085,0,0,0,63,3.5
2025-01-12,12,12,日,曇雪,550,642120,0,1,0,61,4.4
2025-01-13,13,13,月,晴曇,565,641030,1,0,0,52,6.0
2025-01-14,14,14,火,曇,353,391600,0,0,0,64,7.7
2025-01-15,15,15,水,曇,424,651905,0,0,0,61,4.9
2025-01-16,16,16,木,曇,326,339185,0,0,0,58,4.5
2025-01-17,17,17,金,曇,387,404605,0,0,0,63,6.1
2025-01-18,18,18,土,晴,613,703860,0,0,0,66,6.5
2025-01-19,19,19,日,晴,720,830805,0,0,0,71,7.6
2025-01-20,20,20,月,晴,348,372080,0,0,0,70,8.0
2025-01-21,21,21,火,晴,406,468620,0,0,0,65,7.7
2025-01-22,22,22,水,晴,429,521880,0,0,0,72,7.3
2025-01-23,23,23,木,晴,455,495275,0,0,0,68,8.2
2025-01-24,24,24,金,晴,438,480035,0,0,0,62,10.2
2025-01-25,25,25,土,晴,678,791080,0,0,0,54,9.8
2025-01-26,26,26,日,晴,740,868450,0,0,0,50,8.5
2025-01-27,27,27,月,曇雨,307,338695,0,0,0,60,6.5
2025-01-28,28,28,火,雪雨,340,398500,0,0,0,65,4.0
2025-01-29,29,29,水,曇,317,374710,0,0,0,47,4.6
2025-01-30,30,30,木,晴,359,378800,0,0,0,57,4.4
2025-01-31,31,31,金,晴,429,476070,0,0,0,63,5.6
2025-02-01,1,1,土,曇雨,480,568890,0,0,0,75,6.8
2025-02-02,2,2,日,曇,626,703195,0,0,0,81,8.6
2025-02-03,3,3,月,雨,365,384325,0,0,0,55,5.8
2025-02-04,4,4,火,雪,182,201985,0,0,0,46,1.5
2025-02-05,5,5,水,雪,149,122835,0,0,0,50,2.4
2025-02-06,6,6,木,雪,240,274075,0,0,0,48,2.4
2025-02-07,7,7,金,雪,213,235255,0,0,0,58,1.4
2025-02-08,8,8,土,曇雪,378,387220,0,0,0,46,0.7
2025-02-09,9,9,日,晴,598,701195,0,0,0,57,2.2
2025-02-10,10,10,月,曇,358,363820,0,1,0,53,3.5
2025-02-11,11,11,火,晴,652,698895,1,0,0,64,4.0
2025-02-12,12,12,水,雨,314,354270,0,0,0,76,9.3
2025-02-13,13,13,木,晴,382,396070,0,0,0,47,4.6
2025-02-14,14,14,金,晴,409,458860,0,0,0,60,4.9
2025-02-15,15,15,土,曇,556,690065,0,0,0,65,6.3
2025-02-16,16,16,日,雨晴,707,768950,0,0,0,79,8.5
2025-02-17,17,17,月,晴曇,398,434545,0,0,0,44,6.9
2025-02-18,18,18,火,曇,426,499850,0,0,0,43,4.3
2025-02-19,19,19,水,晴,432,463085,0,0,0,41,3.5
2025-02-20,20,20,木,晴,374,439410,0,0,0,55,3.0
2025-02-21,21,21,金,晴,405,419145,0,0,0,52,3.0
2025-02-22,22,22,土,晴,558,732255,0,1,0,53,2.0
2025-02-23,23,23,日,曇,752,912090,1,1,0,48,2.6
2025-02-24,24,24,月,晴,581,606640,0,0,1,47,2.5
2025-02-25,25,25,火,晴,385,414140,0,0,0,55,5.9
2025-02-26,26,26,水,雨晴,413,461465,0,0,0,58,8.4
2025-02-27,27,27,木,晴,396,407440,0,0,0,62,7.7
2025-02-28,28,28,金,曇,433,609465,0,0,0,95,9.0
2025-03-01,1,1,土,曇雨,666,788520,0,0,0,86,13.8
2025-03-02,2,2,日,雨,553,691790,0,0,0,94,17.1
2025-03-03,3,3,月,雨,338,378835,0,0,0,84,9.2
2025-03-04,4,4,火,雨,286,331650,0,0,0,96,7.4
2025-03-05,5,5,水,曇,400,477050,0,0,0,76,9.3
2025-03-06,6,6,木,曇,455,474325,0,0,0,60,8.0
2025-03-07,7,7,金,晴,394,472565,0,0,0,45,8.2
2025-03-08,8,8,土,曇晴,663,755790,0,0,0,56,7.9
2025-03-09,9,9,日,晴,769,859970,0,0,0,62,8.4
2025-03-10,10,10,月,晴,417,450470,0,0,0,63,9.4
2025-03-11,11,11,火,晴,422,455540,0,0,0,73,11.6
2025-03-12,12,12,水,晴,458,514105,0,0,0,80,12.3
2025-03-13,13,13,木,曇,405,419390,0,0,0,65,11.4
2025-03-14,14,14,金,曇晴,425,500890,0,0,0,46,12.0
2025-03-15,15,15,土,雨,500,636845,0,0,0,85,8.6
2025-03-16,16,16,日,雨,572,686755,0,0,0,78,7.7
2025-03-17,17,17,月,曇,424,503175,0,0,0,47,5.3
2025-03-18,18,18,火,雪雨,343,579670,0,0,0,59,4.5
2025-03-19,19,19,水,雪雨,406,519320,0,1,0,77,4.3
2025-03-20,20,20,木,晴,808,921445,1,0,0,59,8.2
2025-03-21,21,21,金,晴,518,574875,0,0,0,60,13.0
2025-03-22,22,22,土,晴,743,819465,0,0,0,48,15.8
2025-03-23,23,23,日,晴,806,920380,0,0,0,46,17.4
2025-03-24,24,24,月,曇,404,445465,0,0,0,61,17.9
2025-03-25,25,25,火,晴,451,496215,0,0,0,54,19.3
2025-03-26,26,26,水,晴,520,575780,0,0,0,70,20.3
2025-03-27,27,27,木,雨,386,419085,0,0,0,85,20.1
2025-03-28,28,28,金,雨,386,450095,0,0,0,78,12.0
2025-03-29,29,29,土,晴,630,761575,0,0,0,42,10.1
2025-03-30,30,30,日,晴,765,840840,0,0,0,33,6.6
2025-03-31,31,31,月,晴,467,479390,0,0,0,46,7.2
